customerCode,customerName,customerNotes
TERRA0,Terracat,
TESA2A,Teterin Sales Pty Ltd (Atf Blueblood Unit Trust),
TESE3,Traffic Engineering Services,
TESE8,TES Electrical,
TETR0,Traffic Engineering & Management Ltd,
TEWO6,Techworx Australia,
TFSO2,Total Fire Solutions,
TGME5,Thermo Gamma-Metrics Pty Ltd,
THGS2,Thomas Global Systems,
TI2P3,Ti2 Pty Ltd,
TIKSS,TIKS Solutions Pty Ltd,
TISG2,Titanium Service Group,
TJFA8,The Junction Fair Shopping Ctr,
TLDA0,Tld Asia (Shanghai) Ltd,
TLEL2,TLE Electrical,
TMSC8,Retpro Management Pty Ltd,
TNAA2U,TNA AUSTRALIA MANUFACTURING PTY LTD,
TNSW2,Transport for NSW ABN:18 804 239 602,
TOCO6U,Total Control Pty Ltd,
TOCO8,Town of Cottesloe,
TOGR4,Toll Aviation Global Express,
TOHD4,Toowoomba Heavy Diesel Pty Ltd,
TOIN6,Total Insulation,
TOLL3,Tollman Pty Ltd,
TOMR4,Timothy O'Keeffe Mechanical Repairs,
TPDA4,Torquepower,
TPIN6,The Pilbara Infrastructure Pty Ltd,
TRAN3,TransALL Motors,25% Discount new customer 22/07/22
TRAN4,Transcale Pty Ltd,
TRANZ4,Tranzmile,
TRCO8,Tamworth Regional Council,
TRCS0,Spirit Technologies,
TREQ4,Truck & Equipment Parts Pty Ltd,10%  Trade discount
TRFO8,Transmetric Pty Ltd/Geocounts,
TRGR2,Tronic Group,
TRID0,Tridonic Gmbh &Co Kg,
TRINS2,Traffic Information Specialist,
TRMA6,Truck & Machine Pty Ltd,30% discount
TRMAS3,Trelleborg Marine Systems Australia Pty Ltd,
TRMH3,Western Health - The Royal Melbourne Hospital,
TRMO3,Transall Motors,
TRPD2,Truck Parts Dubbo,
TRSP2,Truckspeed Pty Ltd,
TRSU8,Traffix Group Survey Pty Ltd,
TRTR8,Trans Traffic Survey,include tail-lift charge in freight charges based on weight
TSCO8,Temora Shire Council,
TSEA2,Technical Support Equipment,
TSHW8,Sunshine Harvester,
TSTTW,Taylor Thomson Whitting (TTW),
TSVI2,Technology Sound & Vision P/L,
TTGT2,TTGTechnology Pty Ltd,
TTMQ8,TTM Consulting Pty Ltd,
TUOA5,The University of Adelaide,
TUSC8,Snowy Valleys Council,
TYRE3,Tyrecycle,
UEAS5,Ultra Electronics Avalon,
UFIN6,United Fuel Injection Pty Ltd (Atf United Fuel Inj Unit Tst),15% Loyalty discount
UFSE4,Universal Fitting Services P/L,
UGLE2,UGL Engineering Pty Ltd,
UGLR2,UGL Rail Services,Vendor no: 10008348
UGLRL,UGL Regional Linx,
UGLUR2,UGL Unipart Rail Services P/L,
UNCA2,"UNSW Canberra, Adfa UNSW Canberra Main Store,",
UNEW2,University of Newcastle,
UNIT2,Unitronix  Pty Ltd,
UNME3,University of Melbourne School of Physics,
UNQU4,University of Queensland,
UNSW2,The University of N.S.W.,
UNSY2C,University of Sydney-Acfr Aust Centre For Field Robotics,
UNWA8,The University of Western Australia,
UNWO2,University of Wollongong,
USKG6,Hitachi Rail STS Australia Pty Ltd,
USKG6U,Hitachi Rail STS Australia Pty Ltd,
UTSO3,Ultimate Technical Solutions,
UWCI0,UWC Industrial Sdn Bhd,
VANWE,Vantage West Electrical,
VASE6,Valmec,
VBSQ3,Victorian Bluestone Quarries,
VEAU2,Venus Automation,
VEGA2,Vegagroup Pty Ltd,
VEIS2,NEPEAN Transport Equipment,30% Discount
VERS5,Verseng Group,
VI-OLD,VICINITY CENTRES,
VIASAT,Viasat Australia Pty Ltd,
VICE3,Vicinity Centres PM P/L,
VIFL2,Visionflex,
VIFL2U,Visionflex Pty Ltd,
VINT5,Vintek Pty Ltd,
VIPO3,Victoria Police Audio Now Br 8 Victoria Police Centre,
VMPM3,Val Morgan Petro Pty Ltd,
VMRM3,Val Morgan Retail Media P/L,
VOTE0,Vox Technologies,
VSPSW,VSP Security Wholesale,
WAAU4,Wasco (Australia) Pty Ltd,
WABA2,Wabtec Australia  Pty Ltd,
WADI4,Warrego Diesel Pty Ltd,
WAEL4,West Auto Electrics,
WAFP2,Wakefield Planning,
WAMA2,Scentre Shopping Ct Mgt(NSW)Pl Westfield Warringah,
WAPL8B,Swordfish Australia Sub TC P/L Atf Warrawong Trust,
WAPWS6,Parks and Wildlife Service,
WARC5,Wakefield Regional Council,
WATC4,Watco WA Rail Pty Ltd,
WAVE2,Waves Car Wash,
WAWB6,WA Waterbores,
WAWE8,Scentre Shopping Ct Mgt(VIC)Pl Westfield Airport West,
WBIS3,Wangaratta Bearings And Industrial Supplies,
WCAE2,West Cowra Auto Electrical,
WCCO8B,Wollongong City Council,
WCCO8B-001,Wollongong Art Gallery,
WCCO8B-002,Corrimal Library,
WCEN4,W Cooke Engineering,
WDES4,Wearing's Diesel Engine Services,
WDRC8,Western Downs Regional Council,
WEBE2,SCENTRE SHOPPING CT MGT(ACT)PL,
WECH2,Scentre Shopping Ct Mgt(NSW)Pl Westfield Chatswood,
WECO8,West Coast Council,
WEFG8,Scentre Shopping Ct Mgt(VIC)Pl Westfield Fountaingate,
WEHA6,Wear Hawk,
WEIN8,Scentre Shopping Centre Management (Wa) Pty Ltd,
WELI8,Scentre Shopping Ct Mgt(NSW)Pl Westfield Liverpool,
WELSC8,Wellington Shire Council,
WEPE8,Scentre Shopping Ct Mgt(NSW)Pl Westfield Penrith Sc,
WESBLA,Westpoint Blacktown,
WESO3,SCENTRE SHOPPING CT MGT(VIC)PL,
WETE4,Welcon Technologies Pty Ltd,
WHDI2,Whites Diesels Australia,
WHIN2,Wheeler Industries,
WHKC8,WHK COMMERCIAL PTY LTD,
WINT8,Wintergarden Queen Street Mall,
WIPRS2,Wireless Professional Solutions,
WISC4,Winton Shire Council,
WISH2,Wingecarribee Shire Council,
WIWE3,Winton Wetlands,
WMHHS,West Moreton Hospital & Health Service,
WMSP6,Worldwide Marine Spares,15% discount
WOCOE,Woolacotts Consulting Engineers Pty Ltd,
WOHB4,Wormald,
WOPO0,World Power Limited,15% discount
WORM4,Wormald,
WOSQ2,ISPT Pty Ltd & AWPF Mgt.No 2 Pty Ltd,
WOWO8,Wong Wong Pastoral,
WOWOR,Woolworths,
WPSC2,Scentre Shopping Ct Mgt(Act)Pl Westfield Woden,
WSCE8A,Watergarden Shopping Centre,
WSCO2A,Walcha Shire Council,
WSDM4,Whitsunday Diesel & Marine,10% Discount
WSLC8,Western Suburbs Leagues Club Illawarra Limited,
WSPAU,WSP Australia Pty Limited,
WSTA6,Western Stabilisers,
WSTR0,Wong Supplies & Trading,
WTCC8,City of West Torrens,
WVSC3,Stockland Wendouree Centre Management Office,
WWMA8,Wagga Wagga Marketplace,
XCAAV,Xcalibur Aviation (Australia) Pty Ltd,
YRSH3,Yarra Ranges Shire,
YVCO8,Yass Valley Council,
ZAKN2,Zaknic Pty Ltd,
ZEEN4,Zenith Engineering Pty Ltd,
ZENER1,Zener Electric Pty Ltd,
ZEPA6,Zenith Pacific Pty Ltd,
ZIES2,Carl Ziess Pty Ltd,
ZIGO2,Ear Pro Pty Ltd,
