itemCode,itemName,longDescription,totalStock,qtyInWhs01,qtyInDemoWhs,qtyInTS01Whs,qtyInNSW01Whs,qtyInQLD01Whs,qtyInVIC01Whs,qtyInWA01Whs
AMD2246P,OY.VENUS-224-P35-H2-1603 (For PathWest),"Cart Computer.i5, 1135G7.22"".Fanless.PCT+AG (touch), 16GB RAM.512G SSD. WiFi+BT 802.11 ac/a/b/g/n + BT 4.1 Imprivata RFID. XXL Batteryx2. reading light, 2Yrs Wty. w/o Camera kit, WIN 10 OS, power adapter, ORION.",0,0,0,0,0,0,0,0
AMD2247,OY.VENUS-224-G35-C4-1602,"22"" Cart Computer.i5 1135G7.24.non-touch.16G.256G.WiFi+BT.RFID.5M cam w/ microphone.TPM.ORION.Protective Film.XL Battery x2",0,0,0,0,0,0,0,0
AMD2253,OY.VENUS-224-G35-C8-0802,"22"", Non-Touch, 11st i5-1135G, 8GB RAM, 256GB SSD, Wifi Kit, RFID, Nursing Light & Battery indicatior, W10 IOT, XL batteries, 2Yrs Wty",2,2,0,0,0,0,0,0
AMD2255,OY.VENUS-224-G75-CX-0802,"Cart, Computer.7505.22.Fanless.TPM, NONTouch, NurseLight/Battery Status kit, WIFI Kit, 8GB RAM, 128SSD, W11Pro,dual XL Batteries, 2YRS Warranty",0,0,0,0,0,0,0,0
AMD2256,OY.VENUS-224-P65-C2-1602,"Cart Computer. i7-1165G7, 22"".Fanless.PCT+AG.16G.512G.WiFi+BT (WLAN -802.11 AC/AX g. Bluetooth), 5MP Camera with microphone,  Imprivata RFID.SCM.TPM.ORION software, power adapter, Smart Screensaver feature with Windows 11 IoT Enterprise 22H2.High End.EPKEA.64-bit.English version.w/Recovery DVD. 2XL battery, 3years warranty (battery 1 year)",0,0,0,0,0,0,0,0
AMD2256NW,OY.VENUS-224-P65-C2-1602 (No Windows OS),"Cart Computer. i7-1165G7, 22"".Fanless.PCT+AG.16G.512G.WiFi+BT (WLAN -802.11 AC/AX g. Bluetooth), 5MP Camera with microphone,  Imprivata RFID.SCM.TPM.ORION software, power adapter, Smart Screensaver feature 2XL battery, 3years warranty (battery 1 year). No. Windows OS",25,25,0,0,0,0,0,0
AMD2257,OY.VENUS-224-G35-S1-1602,"22"" non-touch AIO Computer, Intel 11th Gen (i5-1135G7) CPU, 16GB RAM, 512GB SSD Wireless: 802.11 ax/ac/a/b/g/n + BT 5.2, Imprivata RFID,  Nurses reading light, ORION for battery status monitoring, smart screen saver 2XL battery OS: Win11 Pro 3years warranty, no power adapter",0,0,0,0,0,0,0,0
AMD2258,OY.VENUS-244-G35-S2-1602,"24"" non-touch AIO Computer, Intel 11th Gen (i5-1135G7) CPU, 16GB RAM, 512GB SSD Wireless: 802.11 ax/ac/a/b/g/n + BT 5.2, Imprivata RFID,  Nurses reading light, ORION for battery status monitoring 2XL battery OS: Win11 Pro 3years warranty, no power adapter",0,0,0,0,0,0,0,0
AMD2260,OY.VENUS-224P-P225U-H3-3200,Cart Computer. Core Ultra 5-225U.22”.Fanless.  PCT+AG.32G.512G.WiFi+BT.RFID.SCR.TPM.ORION.ET.adaptor,0,0,0,0,0,0,0,0
AMD2440,OY.VENUS-244-G35-C1-0800,"i5-1135G7,24”PCT,8GB RAM, 2x128GB SSD, 2xWiFi(intel AX200+Atheros),Smart card + Barcode readers, Imprivata RFID, camera,Alarm LED,custom button,smart screensaver,19V medical adaptor",0,0,0,0,0,0,0,0
AMD2441,OY.VENUS-244-P75-C1-0400,"Intel 7505,24” PCT,4GB RAM, 1x128GB SSD, 2xWiFi(intel AX200+Atheros),Smart card + Barcode readers, Imprivata RFID, camera,Alarm LED,custom button,smart screensaver, 19V medical adaptor",1,0,1,0,0,0,0,0
AMD2442,OY.VENUS-244-P35-S1-1603,"Medical certified All-in-one Computer, Onyx Venus 244 24"" Display with PCT+AG touch (Deactivate touch feature in the factory) XXL Batteries Intel i5 Processor, 16GB RAM 512GB SSD Intel Wifi 6, Internal Imprivata complaint RFID reader Antimicrobial Healthcare construction, WITHOUT Factory fitted screen protection/ film, No power adapter, no Camera Smartscreen saver, ORION, 3 Years warranty",0,0,0,0,0,0,0,0
AMD2442N,OY.VENUS-244-P35-S1-1600,"Medical certified All-in-one Computer, Onyx Venus 244 24"" Display with PCT+AG touch (Deactivate touch feature in the factory) NO Batteries Intel i5 Processor, 16GB RAM 512GB SSD Intel Wifi 6, Internal Imprivata complaint RFID reader Antimicrobial Healthcare construction, WITHOUT Factory fitted screen protection/ film, No power adapter, no Camera Smartscreen saver, ORION, 3 Years warranty",2,2,0,0,0,0,0,0
AMD2443,OY.VENUS-244-G35-S1-1603,"Medical certified All-in-one Computer, Onyx Venus 244 24"" Display, Non-touch, glass with Factory fitted screen protection film,  XXL Batteries, Intel i5 Processor, 16GB RAM 512GB SSD Intel Wifi 6, Internal Imprivata complaint RFID reader Antimicrobial Healthcare construction, Smartscreen saver, ORION, 3 Years warranty No power adapter, no Camera",0,0,0,0,0,0,0,0
AMD2443N,OY.VENUS-244-G35-S1-1600,"Medical certified All-in-one Computer, Onyx Venus 244 24"" Display, Non-touch, glass with Factory fitted screen protection film, NO Batteries Intel i5 Processor, 16GB RAM 512GB SSD Intel Wifi 6,  Internal Imprivata complaint RFID reader Antimicrobial Healthcare construction,  Smartscreen saver, ORION, 3 Years warranty No power adapter, no Camera",0,0,0,0,0,0,0,0
AMD2450,OY.VENUS-244-P35-C3-0802,"24”,PCT,11st i5-1135G,8GB RAM, 256GB SSD, Wifi Kit, XL batteries, 2Yrs Wty",0,0,0,0,0,0,0,0
AMD2450A,OY.VENUS-244-P35-C2-0802,"i5-1135G,24"".PCT,8GB RAM,256GB SSD,Intel Wifi, XL Batteries,2YW, Orion, WIN10 Pro",0,0,0,0,0,0,0,0
AMD2451,OY.VENUS-244-P35-C3-0802 + 5MP Camera Kit + P/S Adaptor,"24”,PCT,11st i5-1135G,8GB RAM, 256GB SSD, Wifi Kit, XL batteries, 2Yrs Wty  with 5MP Camera Kit and P/S Adaptor",5,5,0,0,0,0,0,0
AMD2452,OY.VENUS-244-G35-C4-1602,Cart Computer.i5 1135G7.24.non-touch.16G.256G.WiFi+BT.RFID.5M cam w/ microphone.TPM.ORION.Protective Film.XL Battery x2,1,1,0,0,0,0,0,0
AMD2453,OY.Venus-244-G35-C8-0802,"24"", Non-Touch, 11st i5-1135G,8GB RAM, 256GB SSD, Wifi Kit, RFID, Nursing Light&battey indicator,W10 IOT,XL batteries, 2Yrs Wty",0,0,0,0,0,0,0,0
AMD2454,OY.Venus-244-G35-C8-0800,"24"", Non-Touch, 11st i5-1135G,8GB RAM, 256GB SSD, Wifi Kit, RFID, Nursing Light&battey indicator,W10 IOT,120W P/A with Aus Power Cord, 2Yrs Wty",0,0,0,0,0,0,0,0
AMD2455,OY.VENUS-244-P35-C8-0800,"24"", PCT, 11st i5-1135G,8GB RAM, 256GB SSD, Wifi Kit, RFID, Nursing Light&battey indicator,W10 IOT,120W P/A with Aus Power Cord, XL batteries 2Yrs Wty",0,0,0,0,0,0,0,0
AMD2456,OY.VENUS-244-P35-H2-1603,"Cart Computer.i5 1135G7.24"".Fanless.PCT+AG.16G.512G.WiFi+BT.RFID.SCM.TPM.ORION.XXL Battery x2.adaptor.G-pin",0,0,0,0,0,0,0,0
AMD2456N,OY.VENUS-244-P35-H3-1600,"Cart Computer.i5 1135G7.24"".Fanless.PCT+AG.16G.512G.WiFi+BT.RFID.SCM.TPM.ORION. NO Battery.adaptor.G-pin",2,2,0,0,0,0,0,0
AMD2460,OY.VENUS-244P-P225U-H3-3200,Cart Computer.Core Ultra 5-225U.24”.Fanless. PCT+AG.32G.512G.WiFi+BT.RFID.SCR.TPM.ORION.ET.adaptor,0,0,0,0,0,0,0,0
AMD2700,OY.RS-ACCEL-A2701-0001,OR Station.i7-6820EQ.27 4K.100~240V AC.4G RAM.256G SSD.W10H (SAMPLE),1,0,1,0,0,0,0,0
AMD2901,OY.MCT-HA200,Notebook medical cart (DIY) kit,1,0,1,0,0,0,0,0
AMD29011,OY.MCT-HP001,Higrade Cart Accessory - Scanner Holder,0,0,0,0,0,0,0,0
AMD29012,OY.MCT-HA202-S1,Surface top for cart CNH02L,1,0,1,0,0,0,0,0
AMD2902,OY.MCT-HA201,Venus medical cart (DIY) kit,0,0,0,0,0,0,0,0
AMD2903,OY.OPM-H50B,Cart x 1 drawer,0,0,0,0,0,0,0,0
AMD2904,OY.OPM-H51B,Cart x 4 inidividual separated compartment drawer,0,0,0,0,0,0,0,0
AMD2906,OY.MCT-HA202,CNH02L (6-12Kg VESA Mount Weight capacity) Hi-Grade Medical Cart,0,0,0,0,0,0,0,0
AMD29061,OY.MCT-HA202+MCT-HP002,MCT-HA202 (CNH02L 6-12Kg VESA capacity cart) plus SWIVEL RS-OPM-T031-C1,3,3,0,0,0,0,0,0
AMD2907,OY.OPM-T031-A1,MEDICAL CART COVERKIT. PARTS (TO CONVERT NOTEBOOK CART CNN01 TO VENUS VESA MOUNT CART CNH02),0,0,0,0,0,0,0,0
AMD2910,OY.MCT-MA301,Medical Cart.HC-301,3,0,3,0,0,0,0,0
AMD2911,OY.MCT-HP002,SWIVEL BRACKET FOR HIGRADE CART,0,0,0,0,0,0,0,0
AMD2912,OY.MCT-HP004,6-12kg VESA MOUNT POLE FOR HIGRADE CART,0,0,0,0,0,0,0,0
AMD2913,OY.MCT-HP003,High Grade Draw screws,0,0,0,0,0,0,0,0
AMD2914,OY.MCT-HP005,Hi-Grade basket for medical cart,6,6,0,0,0,0,0,0
AMD2920,OY.OPM-S08B-A2,2D barcode scanner.Z-3392BT Plus (Zebex),1,0,1,0,0,0,0,0
AMD2930,OY.OPM-H12A-A1,VESA mount.power adapter holder.for 1757213000PER-M96,1,1,0,0,0,0,0,0
AMD2940,SS.KBSSSTWM042,Seal Shield Mouse IP68 Scroll Wheel USB White,0,0,0,0,0,0,0,0
AMD2941,SS.KBETECT408WH,ELEMENT MOUSE ECT408-WH SCROLL USB IP68 WHI,2,0,2,0,0,0,0,0
AMD2950,HO.HONEYWELL SCAN XENON XP 1950H 2D-SR HEALTH,With coiled cable SCHWCBL500300C00 (HONEYWELL CABLE 1200/1300/1900 USB A COILED 3M BLK),10,10,0,0,0,0,0,0
AMD2950S,HO.HONEYWELL CABLE 1200/1300/1900 USB A COILED 3M BLK,,10,10,0,0,0,0,0,0
AMD3011,OY.ZEUS-248ST-C11-1010,"PPC.i7-6600U.24.DC 12~24V.PCT.16G RAM MVA 300NITS.FANLESS.PCIE.512GB SSD (DDR4-08G-001 x 2, 968C512G0m)",0,0,0,0,0,0,0,0
AMD30111,OY.OPM-C16W-A6,WLAN Kit.802.11a/b/g/n w/BT 4.0.Half Mini Card.dual int. antenna.Atheros AR5B22,0,0,0,0,0,0,0,0
AMD30112,OY.OPM-V04B-A1,DICOM Kit.for ZEUS-198/248 Series,0,0,0,0,0,0,0,0
AMD30113,OY.OPM-V03B-A2,One DisplayPort Two RS-232.Kit.for ZEUS-xx8 Series,0,0,0,0,0,0,0,0
AMD3020,OY.ZEUS-248ST-C11-1010,"OptiScan Zeus Configuration - ZEUS-248ST i7,PCT,16GB RAM,512GB SSD (968C512G0M), DICOM Kit (OPM-V04B-A1), Display Port Kit (OPM-V03B-A2), WiFi Kit (OPM-C16W-A6), P/S Adaptor (1255301202), Aus Power cord (1702031812), W10 IoT Enterprise (OZ-W10H-ON9601), with customization A) EM220Q18.v02-DICOM display mod & B) BZEU0T2S.v01 - Optiscan Start-up Graphics installed.",0,0,0,0,0,0,0,0
AMD3021,OY.ZEUS-228-TBA,"OptiScan Zeus Configuration - ZEUS-228ST, 22"", 250nits, i7,PCT,16GB RAM, 2TB  SSD (968C512G0M), DICOM Kit (OPM-V04B-A1), Display Port Kit (OPM-V03B-A2), WiFi Kit (OPM-C16W-A6), P/S Adaptor (1255301202), Aus Power cord (1702031812), W10 IoT Enterprise (OZ-W10H-ON9601), with customization A) EM220Q18.v02-DICOM display mod & B) BZEU0T2S.v01 - Optiscan Start-up logo image installed Optiscan logo on the front of the panel,  two Isolated RS-232 + One Isolated USB PCIe card (OPM-C02C-A3)",0,0,0,0,0,0,0,0
AMD3300,OY.BE122R-SAMPLE,RISC Beside Terminal.RK3288.11.6.C-TS.2GB RAM.16GB eMMC.Camera.POE.Android 6.x,1,0,1,0,0,0,0,0
AMD4000,OY.RS-ONYX-MD116-0002,Tablet.N4200.11.6.FHD.600nits.PSU.C-TS(G).4G RAM.M.2 64GB.F/R-Camera.SCR.RFID.WiFi/BT.Battery,1,0,1,0,0,0,0,0
AMD4002,OY.ONYX-MD116ST-A1-1011,Tablet.N4200.11.6.FHD.600nits.PSU.C-TS(G).4G RAM.M.2 64GB.F/R-Camera.SCR.RFID.WiFi/BT.Battery,1,0,1,0,0,0,0,0
AMD41101,OY.1255200900,MD116/MD116i Power Supply Adaptor,0,0,0,0,0,0,0,0
AMD41102,OY.OPM-T021-A2,REAR FLEXIBLE KICK STAND,0,0,0,0,0,0,0,0
AMD41103,OY.P20M116000,SPARE LCD SCREEN PROTECTORS,0,0,0,0,0,0,0,0
AMD41104,OY.211D116000,VF PACKAGING,0,0,0,0,0,0,0,0
AMD4200,OY.RS-OPM-T016-0001,Ambulance tablet Docking Station Demo Unit,0,0,0,0,0,0,0,0
AMD4201,OY.OPM-T016-A3,MD116 Vehicle Docking station,1,1,0,0,0,0,0,0
AMD4205,OY.RS-OPM-T022-0002,AMD116 DESK DOCK MOCK/DEVELOP VISIONFLEX LOGO PLACEMENT MOCK,0,0,0,0,0,0,0,0
AMD4206,OY.RS-OPM-T021-A2,MD116/MD116I TABLET KICK STAND SAMPLE ONLY,0,0,0,0,0,0,0,0
AMD4210,OY.OPM-T022-A1,Office Dock.MD116.ONYX Standard,9,8,1,0,0,0,0,0
AMD4220,OY.OPM-T021-A1,Std VESA Cradle Mount (Orange handle),0,0,0,0,0,0,0,0
AMD4300,OY.RS-OPM-P05T-0001,2 Battery Kits.2S3P.7.2V.Volume Package (via ocean),0,0,0,0,0,0,0,0
AMD4900,OY.RS-ONYX-MD116I-0003,VisionFlex MD116i original sample unit,0,0,0,0,0,0,0,0
AMD4901,OY.ONYX-MD116I-P73-C1-0001,VisionFlex MD116i Tablet,0,0,0,0,0,0,0,0
AMD5000,OY.MD-101ST-A1-1011,TABLET Z8350 10.1 FHD ADAPTOR C-TS 4GB RAM 128EMMC F/R CAMERA HDMI OUT WIFI/BT,1,0,1,0,0,0,0,0
AMD5010,OY.MD116I-P73-XX-XXX2,Tablet.i5-7300U.11.6.FHD.600nits.C-TS(G).F/R-Camera.SCR.RFID.WiFi/BT.Battery(x2)/ dual LTE SIM/ 8GB RAM/ 128GB M.2/ Windows 10 IoT/ 2 years warranty,1,1,0,0,0,0,0,0
AMD5800,OY.RS-JULIA-J10-0003,"WinMate Tablet M101P_ME (1920*1200), Intel Apollo Lake Pentium N4200 processor, 8GB RAM, 256GB SSD, P-CAP, Win 10 IoT Enterprise (LTSC), Battery: (7.4V, 5140MAh ,Li-Pol), Camera (Front :2M ; Rear :8M), WiFi/BT/GPS, GNSS (PS, GLONSS), handstrap.",2,0,2,0,0,0,0,0
AMD58001S,WM.M101P_ME 8GB RAM,8GB RAM Option for WinMate tablet M101P_ME,0,0,0,0,0,0,0,0
AMD58002S,WM.M101P_ME 4G/LTE,4G / LTE  Module for WinMate tablet M101P_ME,0,0,0,0,0,0,0,0
AMD5820,OY.RS-J10-OD1-0001,1-slot Office Dock for J10,0,0,0,0,0,0,0,0
AMD5821,WM.HS-M101,Hand Strap HS-M101 for WinMate tablet M101P_ME,0,0,0,0,0,0,0,0
AMD5830,WM.W24IT7T-PTA2-ME,"23.8"" Healthcare Panel PC, i5-1135G7, 1920X1080,P-CAP, 16GB RAM, 512GB SSD,  WIFI +BT, Medical power adapter, White Color, 1 year warranty Without OS",0,0,0,0,0,0,0,0
AMD6000,SM.Surgical Mask 3 Ply Blue ( 50 masks per box),IPTEC Level 2 Surgical Masks,0,0,0,0,0,0,0,0
AMD6001,CH.BA6E-32,Control Box,24,0,24,0,0,0,0,0
AMD6002,CH.P7FD-21,Sensor Pad,24,0,24,0,0,0,0,0
AMD7000,PB.NN-1520E,,1,0,1,0,0,0,0,0
AMD7501,CG.01E0270 CONTROL BOX,,21,0,21,0,0,0,0,0
AMD7502,CG.0100395 SENSOR PAD,,20,0,20,0,0,0,0,0
AMD8000,OY.ORION-A01-V2,ORION v2.remote function permission,0,0,0,0,0,0,0,0
AMD8001,IH.ISERVICEROBOT-KKN4000-0001,iHelper Chili,4,0,4,0,0,0,0,0
AMD8002,MM.HID GLOBAL 5127CK-MINI RED,,1,0,1,0,0,0,0,0
AMD8003,MM.NLS-EM50S-10 BARCODE IMAGER,OEM 2D Barcode Imager AIO Megapixel Multi-Interface (USB & ITL) White LED illumination,2,0,2,0,0,0,0,0
AMD8010,IH.CHILI THERMAL CAMERA KIT,,1,0,1,0,0,0,0,0
AMD8011,IH.CHILI SPRAYING KIT,,1,0,1,0,0,0,0,0
AMD8080,OY.ONYX-IMAGE-PL,ONYX Image Pre laod / Asset Tagging at Factory,0,0,0,0,0,0,0,0
AMD8100,GA.MED.KEYBOARD/MOUSE(W)BUNDLE,GETT White Medical Keyboard KSI-U10051-US (W) + White Medical Mouse KSI-U10030-OD (W),0,0,0,0,0,0,0,0
AMD8101,GA.KSI-U10051-US (W)KEYBOARD,GETT White Medical Keyboard KSI-U10051-US (W),0,0,0,0,0,0,0,0
AMD81011,OY.SK10802 & ASM11,Bestron Keyboard includes the Keyboard and wired Mouse as a boundle offering,9,9,0,0,0,0,0,0
AMD8102,GA.KSI-U10030-OD (W) MOUSE,GETT White Medical Mouse KSI-U10030-OD (W),0,0,0,0,0,0,0,0
AMD8200,IM.MVS-WAV-Fall,MVS-WAV AI mmWAVE Rader Sensor,1,0,1,0,0,0,0,0
AMD8201,"IM.13.3"" EPD Bed Side Card","13.3"" bedside/ door sign patient card display, The digital paper screen support Black/White/Red/Yellow/Blue/Green color, WiFi / BT 314.6 x 260 x 21 mm, Build in iM_EPD Application SW License",1,0,1,0,0,0,0,0
AMD9000,NS.ANTIGLARE FILM FOR VENUS223,Venus223 Antiglare film,0,0,0,0,0,0,0,0
AMD9001,NS.ONYX UPOWER VESA MOUNT BRKT,,5,4,1,0,0,0,0,0
AMD9002,MM.UP-PRO-DC-OP-CAB PH MONITOR,UPower Cable for 19V Philips or compatible Monitor,51,51,0,0,0,0,0,0
AMD9003,MM.UP-L22-DC-OP-CAB FOR HS VIC,Upower P22 Single Cable for Lenovo T570 Thinkpad,0,0,0,0,0,0,0,0
AMD9004,MM.UP-PRO-DC-OP-S-CAB FOR WH,UPower P22 Splitter cable for HP T630 Thin Client box 19V + 19V Philips or compatible monitor,35,35,0,0,0,0,0,0
AMD9005,NS.ONYX VESA MOUNT X 2,VESA x 2 Plate Mount Brackets,25,25,0,0,0,0,0,0
AMD9006,MM.UP-PRO-DC-OP-S-CAB FOR BH,MMX UPower Splitter Cable for BH (Philips Monitor) + Dell Wyse 3000 Thin client NUK box,1,1,0,0,0,0,0,0
AMD9007,MM.VENUS ANTIGLARE PNL KIT LAB,Venus Antiglare Kit,0,0,0,0,0,0,0,0
AMD9008,UP-PRO-DC-OP-CABLE LENOVO T580,UPower P22 Single Cig socket cable for Lenovo T580 connect to the 65W USB-C DC Adaptor,10,10,0,0,0,0,0,0
AMD9009,MM.UP.PRO-DC-OP-S-CAB FOR HS,UPower P22 Splitter cable for Philips Monitor & Lenovo Laptop with Cig Socket,0,0,0,0,0,0,0,0
AMD9010,MM.UP-PRO-DC-OP-S-CAB EH CIG,UPower P22 Splitter cable for Monitor and Thin Client NUK (Eastern Health),0,0,0,0,0,0,0,0
AMD9011,MM.UP-PRO-DC-OP-CAB,UPower P22 Splitter cable for Philips Monitor & Dell Wyse 3040 Thin Client,0,0,0,0,0,0,0,0
AMD9013,MM.UP-PRO-DC-SPLITTER-CAB-WH3,Upower pro DC Output Splitter cable for dual peripheral devices . I.E Advantech 12v & Wise 5070 19V,0,0,0,0,0,0,0,0
AMD9014,MM.UP-DC-O/P-SPLITTER >,UPower P22 Splitter cable for Onyx Meddp-722 Monitor & Dell Wyse 3040 Thin Client,0,0,0,0,0,0,0,0
AMD9015,MM.UP-PRO-DC-SPLITTER-BH2,Upower Pro DC Output Splitter cable for dual peripheral device. I.e. Advnatech 12v & Dell Wyse 3040 12V.,0,0,0,0,0,0,0,0
AMD9016,OY.UP-STEPDOWN-ADV.MONITOR,Cable to work with AMD9004 for an Advantech monitor replacing the Philips monitor.,0,0,0,0,0,0,0,0
AMD9017,MM.P43 To P22 Cable,,0,0,0,0,0,0,0,0
AMD9019,MM.UP-PRO-DC-OP-INV,UPower cable for MW GSM220A compatible DC Output connector for Invetech Project,0,0,0,0,0,0,0,0
AMD9020,OY.1998V24303,(AOH)(TF)GLASS MYLAY.589.14*358.56.REV0.0.VENUS-243,1,1,0,0,0,0,0,0
AMD9021,OY.DELL Wyse Optiplex 3000 Cable,UPower DC output splitter cable system for dual peripheral device to suit DELL Wyse Optiplex 3000 thin client and PDC-W240 12V 4-pin DIN connector monitor (Note: Upower setting TBA),0,0,0,0,0,0,0,0
AMD9970,DB.CPB-PC440-OR (includes Test and Tag),Orange Curly Power Cord and includes Test and Tag.,3,0,3,0,0,0,0,0
AMD99701,OY.TEST & TAG (DO NOT USE THIS ITEM),,19,19,0,0,0,0,0,0
AMD999,OY.17599 LTE02 (ANTENNA),,0,0,0,0,0,0,0,0
AMDCPU-VF,OY.14407300U0,(TF)INTEL CPU.Kabylake-U.2.6GHz.3M.Cache.BGA1356P.SMD.FJ8067702739633 SR340.i5-7300U,0,0,0,0,0,0,0,0
AMDL62.DEMO,OY.UP-L62-A1-1010,6 bay battery charger ( demo unit) + PSU,0,0,0,0,0,0,0,0
AMDP0001,OY.TS22152157,(AOH)(TF)Touch Screen.21.5'' 5 WIRES.Abon.AB-1521507021118121502,0,0,0,0,0,0,0,0
AMDP00011,OY.TS15215071,(AOH)(TF)Touch Screen.21.5''.5 Wires.Abon.AB1521507071118121502,9,9,0,0,0,0,0,0
AMDP0002,OY.1998V22102,(AOH)(TF).TR Mylar.VENUS22.VER 0.0,10,10,0,0,0,0,0,0
AMDP0003,OY.1990227004,(AOH)(TF) DOUBLE ADHESIVE TAPE 489.6X6X0.15MM HI BOND 11-583 FOR TS22152157 & 1998V22102,7,7,0,0,0,0,0,0
AMDP0004,OY.P90V223000,(AOH)(TF)PLASTIC+ABS COVER,10,10,0,0,0,0,0,0
AMDP0005,OY.1998V22101,(AOH)(TF).MYLAR FOR FUNCTION KEY.VER 0.0.VENUS22,8,8,0,0,0,0,0,0
AMDP0006,OY.1998V22104,(AOH)(TF).TR-Patch-Down.VENUS 22.VER 0.0,2,2,0,0,0,0,0,0
AMDP0007,OY.1998V22105,(AOH)(TF).TR-Patch-Side.VENUS 22.VER 0.0,6,6,0,0,0,0,0,0
AMDP0008,OY.1998V22106,(AOH)(TF).TR-Patch-camera.VENUS22.VER 0.0,0,0,0,0,0,0,0,0
AMDP0010,OY.P90V223010,(AOH)(TF) PLASTIC.PC.LIGHT BAR REV0.0 VENUS22,2,2,0,0,0,0,0,0
AMDP0011,OY.9697T00705-S,(AOH)(TF)SMD ASS'Y.OPM-T007 ALL LED BOARD REV.A0.3 FOR VENUS SERIES,2,2,0,0,0,0,0,0
AMDP0012,OY.1703070230,(AOH)(TF)BATTERY LED CABLE 2MM 7P HOUSING 1.25MM 5P HOUSING 23CM FOR VENUS SERIES,4,4,0,0,0,0,0,0
AMDP0013,OY.S1D3005011,(TF)SCREW M3*0.5.5MM FMS 120D NI F05,25,25,0,0,0,0,0,0
AMDP0014,SK.LENOVO YELLOW TIP CONNECTOR,,13,13,0,0,0,0,0,0
AMDP0015,OY.9741V22300,(AOH)(TF) REAR COVER ASSY KIT,10,10,0,0,0,0,0,0
AMDP0016,OY.P90V223000,(AOH)(TF)PLASTIC+ABS COVER,0,0,0,0,0,0,0,0
AMDP0017,OY.P90V221021,(AOH(TF)PLASTIC TOP COVER,0,0,0,0,0,0,0,0
AMDP0018,OY.9697S22203-D,(AOH)(TF)ASS'Y.OMB-S222.Rev A0.3.Bay Trail.For VENUS Series (for Venus-222),0,0,0,0,0,0,0,0
AMDP0019,OY.968966668A,(AOH)(TF)5.0M Pixels. Camera Module for OPM-V02C-06 5MP Camera,0,0,0,0,0,0,0,0
AMDP0020,OY.9689019300,(AOH)(TF)BACKPLANE.5 KEYS.SUNJ,2,2,0,0,0,0,0,0
AMDP0021,OY.1998V24300,(AOH)(TF)MYLAR.FOR FUNCTION KE,0,0,0,0,0,0,0,0
AMDP0022,OY.1998VS1906,(AOH)(TF)PMMA LENS.VENUS-19,19,19,0,0,0,0,0,0
AMDP0023,OY.P90V243002,(AOH)(TF)Plastic.PC+ABS.Front Cover.RAL 9016-OH00.Rev 2.0.VENUS-243,1,1,0,0,0,0,0,0
AMDP0024,OY.M10V243012,(AOH)(TF)METAL.AI.LCD BRACKET,1,1,0,0,0,0,0,0
AMDP0025,OY.S1D3004012,(TF)SCREW.M3*0.5*4MM.FMS.NI.12,0,0,0,0,0,0,0,0
AMDP0032,OY.9689019703,(AOH)(TF)Backplane.5 keys.Sunjet-SJT2402C-BB.FOR ZEUS.Checksum 0xB6FC,19,19,0,0,0,0,0,0
AMDP0033,OY.1998V24302,(AOH) TF MYLAR FUNCTION KEY FOR RFID REV0.0 VENUS 243 (ONYX LOGO IN THE MIDDLE),0,0,0,0,0,0,0,0
AMDP0034,OY.9689019721,(AOH)(TF)OSD Key Module.5 Keys.Labest.LB-CBT-A21E-002E.for EMC 4.0.VENUS (PCT/RT),1,1,0,0,0,0,0,0
AMDP0035,OY.P60V243000,(AOH)(TF)Plastic.Glass.589.64*359.06*2.8mm.Venus-243.ABON.AB-6823804049218200000,11,11,0,0,0,0,0,0
AMDP00355,OY.P60V244020,(AOH)(TF)Plastic.Glass.554.7*333.7*2.88mm,0,0,0,0,0,0,0,0
AMDP0036,OY.LM238HVN02,"(AOH)(TF)TFT LCD.23.8"".1920x1080.AUO.M238HVN01.00E(ES8.0).LED backlight",9,9,0,0,0,0,0,0
AMDP0037,OY.1990228000,(AOH) TF SPONGE 405*6*2MM,25,25,0,0,0,0,0,0
AMDP0038,OY.1990248000,(AOH) TF SPONGE ESH 534*6*2MM,20,20,0,0,0,0,0,0
AMDP0039,OY.9741V24300,(AOH)(TF)REAR COVER ASS'Y KIT.VENUS-24x,7,7,0,0,0,0,0,0
AMDP0040,OY.P94V243000,(AOH)(TF)Plastic.PC+ABS.HDD Cover.PANTONE 405C-OH01.Rev. 0.0.VENUS-243,5,5,0,0,0,0,0,0
AMDP00405,OY.1998V24470,(AOH)(TF)Camera Myler. for OPM-V02C-06 5MP Camera,0,0,0,0,0,0,0,0
AMDP0041,OY.S1D7006010,(TF)Screw.M3*6.IMS.Ni,0,0,0,0,0,0,0,0
AMDP0042,OY.S1D5108010,(TF)Screw.M3*0.5*8mm.PMS.Ni.Double-Washer,65,65,0,0,0,0,0,0
AMDP00422,OY.M00V244031,(AOH)(TF)Metal.Fe.5M-Camera-BKT. for OPM-V02C-06 5MP Camera,0,0,0,0,0,0,0,0
AMDP0043,OY.M10V243013,(AOH)(TF)Metal.Al.LCD Bracket.Rev3.0.VENUS-243,0,0,0,0,0,0,0,0
AMDP0044,OY.L215HVN011,"(AOH)(TF)TFT LCD.21.5"".1920*1080.AUO.T215HVN01.1.48bit.250nits.LED backlight",6,6,0,0,0,0,0,0
AMDP0045,OY.P90V221001,(AOH)(TF).Plastic.PC+ABS.Front-Cover.VENUS22.VER 0.1,0,0,0,0,0,0,0,0
